AcademicYear,LA,LAEstab,SchoolName,URN
201718,936,9361006,The Wharf Nursery School,124913
201718,936,9361120,Surrey Teaching Centre at The Children's Trust,134108
201516,936,9361125,The Willows SSS,135293
201718,936,9362006,Cobham Free School,138226
201718,936,9362022,THE ECHELFORD PRIMARY SCHOOL,140034
201718,936,9362031,Sandfield Primary School,141197
200708,936,9362071,Cranleigh County Infant School,124948
201718,936,9362072,North Downs Primary School,124949
201718,936,9362102,Thames Ditton Junior School,124967
201112,936,9362117,Camberley Infant & Nursery School,124970
201718,936,9362140,Horley Infant School,124981
201718,936,9362156,Dormansland Primary School,124986
201718,936,9362229,Shalford Infant School,124992
201718,936,9362403,Holly Lodge Primary School,143809
201718,936,9362417,Polesden Lacey Infant School,125052
201718,936,9362419,CRAWLEY RIDGE INFANT SCHOOL,125053
201718,936,9362427,Burhill Primary School,125055
201718,936,9362428,Grovelands Primary School,125056
201718,936,9362444,Pine Ridge Infant and Nursery,143995
201718,936,9362445,Meadowcroft School,125065
201718,936,9362493,Meath Green Infant,125083
201718,936,9362926,Broadmere Primary School,139479
201314,936,9362927,Kenyngton Manor Primary School,125106
201718,936,9362940,Ash Grange School,125116
201718,936,9362949,Chandlers Field Primary School,125125
201718,936,9362950,Town Farm Primary,125126
201718,936,9362959,The Dawnay Primary School,130397
201718,936,9362960,Cranmere County Primary School,131125
201718,936,9363002,Walsh Memorial C.E. Infant School,125135
201617,935,9352041,Wells Hall Community Primary,124558
201718,935,9352055,Paddocks Primary School,124565
201718,935,9352071,Copdock Primary School,124577
201718,935,9352072,Earl Soham Community Primary,124578
201718,935,9352078,Beccles Primary Academy,142017
201718,935,9352084,Holbrook Primary School,124588
201718,935,9352118,Trimley St Martin Primary,124614
201718,935,9352122,Wenhaston Primary School,144446
201718,935,9352125,Woodbridge Primary School,124619
201718,935,9352133,Brooklands Primary School,124626
201718,935,9352136,Coldfair Green C.P. School,124629
201718,935,9352147,The Poplars Primary School,124639
201213,935,9352151,Whitton Green Primary School,124640
201718,935,9352154,Handford Hall Primary School,144212
201314,935,9352168,Sidegate Primary School,124656
201718,935,9352201,Clements Primary Academy,144276
201718,935,9352202,Clare Community Primary School,144399
201718,935,9352208,Barnby and North Cove Community Primary School,144828
201718,935,9352928,Sandlings Primary School,124685
201718,935,9353002,Bardwell CEVC Primary,143056
201718,935,9353066,Whatfield CEVC Primary School,124718
201718,935,9353075,Bedfield CEVCP School,124720
201718,935,9353096,Mellis CEVCP School,143807
201718,935,9353099,Palgrave CEVCP School,143071
201718,935,9353112,Capel St Mary CE Primary,124749
201718,935,9353113,Worlingworth,124750
201718,935,9353115,Sproughton Church of England Primary School,142595
201718,935,9353116,Gislingham CEVC Primary School,143065
201718,935,9353312,Elveden Primary,139149
201516,935,9353334,St. Edmund's Catholic Primary,124779
201718,935,9353340,St. Mary's Catholic Primary,124784
201718,935,9353344,The Oaks Primary School,141842
201112,935,9354014,Breckland Middle School,124793
201718,935,9354076,Farlingaye High School,136834
201112,935,9354100,College Heath Middle School,124850
201516,935,9354602,St Louis Catholic Middle School,124863
201718,935,9357006,Thomas Wolsey School,137838
201415,935,9357007,Beacon Hill School,124908
201718,936,9361004,Dorking Nursery School Sure Start Children's Centre`,124912
201718,936,9361009,Guildford Children's Centre,133731
201718,936,9361100,FORDWAY CENTRE,124916
201516,936,9361123,Hope Epsom,134871
201718,936,9361128,North West Secondary Short Stay School,135894
201718,936,9362026,Bletchingley Village Primary,144229
201718,936,9362035,The Weald CofE Primary School,142083
200910,936,9362049,Hamsey Green Junior School,124942
201718,936,9362085,Epsom Primary School,124956
201718,936,9362275,Maybury Primary School,125001
201718,936,9362336,South Camberley Primary and Nursery School,125020
201718,936,9362374,Boxgrove Primary School,140057
201415,936,9362392,Weybourne Infant School,125041
201718,936,9362406,The Knaphill Lower School,125047
201718,936,9362448,Onslow Infant School,125067
201718,936,9362468,St Ann's Heath Junior,125073
201718,936,9362476,Crawley Ridge Junior School,125076
201718,936,9362489,The Horsell Village School,140084
201718,936,9362492,New Monument Primary Academy,139890
201718,936,9362496,Sythwood Primary School,140509
201718,936,9362907,Chennestone Primary School,125094
201718,936,9362913,Sandringham  School,142366
201718,936,9362918,Hammond Junior School,142426
201718,936,9362931,Sandcross School,144938
201718,936,9362937,Ashford Park Primary,125113
201718,936,9362942,Beaufort Community Primary,140508
201415,936,9362952,Salfords Primary School,125128
201314,936,9362962,St John's C of E Community School and Nursery,125162
201718,936,9363015,Valley End CofE Infant School,125140
201718,936,9363026,Farncombe C of E Infant School,125145
201718,936,9363060,Witley C of E Infant School,125159
201718,936,9363061,Merrow C of E Infant School,125160
200910,936,9363328,WESTCOTT CE SCHOOL,125172
201718,936,9363333,Thorpe C of E Aided Primary,125174
201718,936,9363344,EWHURST C E INFANT SCHOOL,125181
201718,936,9363347,St John's CE Infant School,125184
201718,936,9363349,Green Oak CofE Primary School,125185
201718,936,9363353,Queen Eleanor's Church of England School,141446
201718,936,9363439,St Cuthbert's Catholic Primary,125209
201718,936,9363446,St Paul's Catholic Primary Sch,125212
200607,936,9363482,Christ the King RC First,125224
201718,936,9363930,Ashley CofE Aided Primary School,141294
201718,936,9363936,Stanwell Fields C of E Primary School,144001
201718,936,9363937,Manorfield Primary and Nursery,134732
201718,936,9363942,Barnsbury Primary School,140540
201718,936,9364007,Chertsey High School,144741
201718,936,9364036,HOWARD OF EFFINGHAM SCHOOL,136833
201718,936,9364073,Therfield School,143902
201718,936,9364160,The Magna Carta School,137116
201718,936,9364202,THE MATTHEW ARNOLD SCHOOL,138765
201718,936,9363022,The Royal Kent School,125143
201718,936,9363035,St Mary's C of E Infant School,125149
201718,936,9363052,Ottershaw C of E Infant School,125155
201718,936,9363065,Riverview C. E. Primary School,131072
201718,936,9363376,Nutfield Church Primary School,125193
201718,936,9363381,Puttenham C of E School,125195
201718,936,9363407,All Saints CE A Infant School,125198
201718,936,9363408,Clandon C of E School,125199
201718,936,9363416,Horsell Church of England (VA) Junior School,125201
201718,936,9363423,St Joseph's Catholic School,125205
201718,936,9363443,St Peter's Catholic  Primary,125211
201415,936,9363516,The Weald CofE (A) Primary School,125227
201718,936,9363919,Cardinal Newman Catholic Primary Sch,143364
201718,936,9363923,Scott-Broadwood C/E(A) Infant,125241
201718,936,9363924,StBartholomew's CofE(A)Primary,125242
201718,936,9363925,Bramley C of E Infant School,125243
201718,936,9363928,Shere C of E Infant School,125246
201718,936,9363940,Leatherhead Trinity School,135009
201718,936,9364190,Tomlinscote School & Sixth Form College,140117
201718,936,9364457,Bishop David Brown,142284
201718,936,9364459,Sunbury Manor School,136529
201718,936,9364462,Woking High School,139993
201718,936,9365206,Holy Trinity Junior School,125288
201718,936,9365210,Burstow Primary School,125292
201718,936,9365407,ROSEBERY SCHOOL,137736
201718,936,9365409,Heathside School,142314
201718,936,9367011,St Joseph's Specialist School & College,125456
201718,936,9367062,FREEMANTLES,125477
201718,937,9371003,Whitnash Nursery School,125487
201718,937,9371020,KENILWORTH NURSERY SCHOOL,125488
200910,937,9372004,Arden Hill Infant School,125502
201718,937,9372011,The Nethersole Church of England Academy,139127
201718,937,9372021,Wheelwright Lane School,125510
201718,937,9372026,St. James C of E Academy,140694
200910,937,9372031,HENLEY-IN-ARDEN COMM PRIM SCHO,125514
201718,937,9372324,Whitnash Primary,125560
201718,937,9372630,Arden Forest Infant,130893
201718,937,9372632,Weddington Primary School,130895
201718,937,9372633,Newdigate Primary School,130896
201718,937,9372637,SHRUBLAND STREET COMMUNITY SCHOOL,130951
201718,937,9372638,Kingsway Community Primary,130872
201718,937,9372640,Camp Hill Primary School,132059
201718,937,9373047,Newton Regis CE Primary School,140139
201718,937,9373074,Wootton Wawen C.E. Primary Sch,125652
201718,937,9373193,Wolvey Primary School,125677
201415,937,9373206,St. Oswald's C.E. Primary Scho,125683
201718,937,9373211,Long Itchington C of E Primary,130874
201718,937,9373216,The Dassett C E Primary School,130379
201718,937,9373544,St. Anthony's Catholic School,125716
201718,937,9373545,St.Mary Immaculate Catholic,125717
201718,937,9373547,St Joseph's Catholic Primary,125719
201718,937,9373561,Our Lady's Catholic Primary School,125721
201011,937,9373562,St Marie's  Catholic Junior School,125722
201011,937,9373563,St Marie's Nursery and Catholic Infant School,125723
201516,937,9374001,Midland Studio College - Nuneaton,139667
201718,937,9374006,Harris Church of England Academy,140371
201718,937,9374190,Aylesford School,137770
201718,937,9375200,Tudor Grange Primary Academy Haselor,140530
201718,937,9375205,Moreton Morrell CE School,125693
201718,937,9377020,RNIB Pears Centre for Specialist Learning,122155
201718,938,9381004,Boundstone Nursery School,125810
201718,938,9382006,Portfield Primary Academy,138402
201718,938,9382010,Shelley Primary School,125820
201314,938,9382014,KINGSHAM PRIMARY SCHOOL,125824
201718,938,9382015,Colgate Primary School,125825
201718,938,9382037,LITTLEHAVEN INFANT SCHOOL,125837
201718,938,9382038,Barns Green Primary School,125838
201718,938,9382050,Plaistow and Kirdford Primary,125848
201718,938,9382066,Stedham Primary School,125854
201718,938,9382076,DURRINGTON INFANT SCHOOL,125862
201718,938,9382101,Bersted Green Primary School,125873
201718,938,9382183,EAST PRESTON INFANT,125919
201516,938,9382184,BROADFIELD EAST INFANT SCHOOL,138646
201718,938,9382185,PARKLANDS COMMUNITY PRIMARY,125921
201718,938,9382199,ROSE GREEN INFANT SCHOOL,125928
201718,938,9382209,Warninglid  Primary,125936
201718,938,9382210,Halsford Park Primary School,141265
201718,938,9382238,Lyndhurst Infant School,125960
201718,938,9382239,CHESSWOOD JUNIOR SCHOOL,125961
201718,938,9382246,Bramber Primary School,125968
201718,938,9382254,The Brook School,131602
201718,938,9382255,Maidenbower Junior School,131603
201718,938,9383004,Boxgrove C.E.P. School,125974
201718,938,9383016,Ferring C of E Primary,125982
201718,938,9383021,Lavant C. E. Primary School,125986
201718,938,9383022,"Holy Trinity C.E.P. School,",125987
201718,938,9383043,Easebourne C.E. Primary School,126003
201718,935,9352070,Combs Ford County Primary,124576
201718,935,9352087,St Edmund's Primary School,143074
201516,935,9352094,Martlesham Primary School,124596
201718,935,9352104,Gunton Primary Academy,142187
201718,935,9352126,Wortham Primary School,124620
201617,935,9352128,Yoxford Primary,124621
201718,935,9352135,Kyson Primary School,124628
201415,935,9352140,St Margarets CP School,124633
201415,935,9352143,Meadow Primary School,124636
201718,935,9352159,Cliff Lane Primary,141591
201718,935,9352162,Ravenswood Primary School,124650
201415,935,9352179,Castle Hill Infant School,124663
201213,935,9352195,Westfield C P School,124672
201718,935,9352200,Beck Row Primary,144275
201718,935,9352922,Rushmere Hall Primary School,124679
201718,935,9353000,Acton CEVCP School,124686
201718,935,9353043,"All Saints' CEVCP, Lawshall",124706
201516,935,9353045,Long Melford CEVC Primary,124707
201617,935,9353058,Stoke-by-Nayland CEVCP School,124713
201718,935,9353078,Bramford CEVCP School,124723
201718,935,9353084,Dennington CEVCP,124728
201314,935,9353095,Kessingland CEVCP,124736
201718,935,9353103,Stutton Primary,124743
201617,935,9353121,Chelmondiston CEVCP School,124755
201718,935,9353305,All Saints CEVA Primary,124761
201718,935,9354004,Castle Manor Academy,138162
201718,935,9354017,Hadleigh High School,136918
201011,935,9354021,Castle Hill Community Middle,124799
201011,935,9354031,Chalkstone Middle School & Technology College,124808
201718,935,9354032,Ormiston Denes Academy,139403
201718,935,9354056,Sir John Leman High School,137055
201112,935,9354065,Worlingham Middle School,124825
201213,935,9354066,The Denes High School,124826
201213,935,9354087,Stoke High School,124837
201718,935,9354097,East Bergholt High School,137218
201718,935,9354099,Kesgrave High School,136969
201516,935,9354101,Benjamin Britten High School,124851
201718,935,9354500,King Edward VI School,124856
201314,935,9354503,Blackbourne CEVC Middle School,124859
201718,935,9357009,Churchill Special Free School,139732
201718,936,9362013,Woodmansterne Primary School,124940
201718,936,9362018,Warlingham Village Primary,139916
201718,936,9362033,Highfield South Farnham,141667
201718,936,9362036,Brookwood Primary School,142084
201718,936,9362083,Ewell Grove Primary and Nursery School,124955
200708,936,9362088,Sparrow Farm Community Junior,124957
201718,936,9362092,Danetree Primary School,138764
201314,936,9362128,Sandfield Primary School,124972
201718,936,9362210,Holmesdale School,124988
201718,936,9362211,Merstham Primary School,124989
201718,936,9362257,Oatlands School,124994
201718,936,9362268,Bagshot Infant School,124996
201314,936,9362278,St Johns Primary School,125002
201718,936,9362302,HURST GREEN INFANT SCHOOL AND NURSERY,125010
201718,936,9362329,Heather Ridge Infant School,125017
201718,936,9362341,The Hermitage School,140594
201718,936,9362435,Audley Primary School,125060
201718,936,9362440,Connaught Junior School,140256
201718,936,9362472,Manby Lodge Infant School,125075
201011,936,9362903,Spelthorne Junior School,125093
201718,936,9363016,St. MARTIN'S C OF E PRIMARY,125141
201718,936,9363031,Ripley C of E Primary School,125147
201718,936,9363044,Powell Corderoy Primary School,125151
201718,936,9363049,Frimley C of E School,125152
201718,936,9363055,St. Martin's C/E Aided Infant School,125157
201314,936,9363316,St Mary's C/E Primary School,125166
201718,936,9363318,St Lawrence C of E (Aided) Primary,125168
201718,936,9363387,Reigate Parish Church Primary School,125196
201718,936,9363417,Wonersh and Shamley Green C of E Infant School,125202
201718,936,9363422,St Joseph's Catholic Primary,125204
201718,936,9363468,Send CofE Primary School,125218
201718,936,9363475,St Cuthbert Mayne RC Primary,125222
201718,936,9363922,ST. ANNE'S CATHOLIC SCHOOL,143365
201718,936,9363931,Lyne & Longcross C of E Aided Primary School,125137
201718,936,9363933,St Augustines Catholic  School,143374
201718,936,9363935,Walton Oak School,134557
201718,936,9364002,Hoe Valley School,142009
201718,936,9364165,Rodborough,137019
201617,936,9364193,RYDENS ENTERPRISE SCHOOL,137137
201718,936,9364454,The Ashcombe School,143901
201718,936,9364623,Royal Alexandra&Albert School,125279
201718,936,9364765,The Priory School,125281
201718,936,9365207,YATTENDON  SCHOOL,125289
201718,936,9365215,Whyteleafe School,141593
201718,936,9365401,Collingwood College,136828
